시설명,위도,경도,시설용도분류,도로명주소,기타,설명,종류
꿈동산어린이공원,37.650288,127.03686,FU_BI,서울특별시 도봉구 도봉로110나길 99,,산책과 휴식을 위한 공간,자연/휴식
미화어린이공원,37.654945,127.03969,FU_BI,서울특별시 도봉구 도봉로 564,,산책과 휴식을 위한 공간,자연/휴식
꿈동산어린이공원,37.57329,127.04584,FU_BI,서울특별시 동대문구 황물로 42,,산책과 휴식을 위한 공간,자연/휴식
새움어린이공원,37.57076,127.048676,FU_BI,서울특별시 동대문구 천호대로55길 11,,산책과 휴식을 위한 공간,자연/휴식
동산어린이공원,37.566967,127.05754,FU_BI,서울특별시 동대문구 전농로2나길 7,,산책과 휴식을 위한 공간,자연/휴식
우산각어린이공원,37.57345,127.02443,FU_BI,서울특별시 동대문구 천호대로4길 22,,산책과 휴식을 위한 공간,자연/휴식
강일공원,37.56955,127.17451,FU_BI,서울특별시 강동구 아리수로97길 68,,산책과 휴식을 위한 공간,자연/휴식
능골근린공원,37.556427,127.174545,FU_BI,,,산책과 휴식을 위한 공간,자연/휴식
벌말공원,37.560326,127.17666,FU_BI,서울특별시 강동구 아리수로94길 72,,산책과 휴식을 위한 공간,자연/휴식
동명공원,37.561466,127.16493,FU_BI,서울특별시 강동구 아리수로78길 23,,산책과 휴식을 위한 공간,자연/휴식
샘터공원,37.561546,127.15907,FU_BI,,,산책과 휴식을 위한 공간,자연/휴식
방죽공원,37.558132,127.15808,FU_BI,서울특별시 강동구 고덕로 295-45,,산책과 휴식을 위한 공간,자연/휴식
늘벗근린공원,37.48957,127.05716,FU_BI,,,산책과 휴식을 위한 공간,자연/휴식
일자산공원,37.53302,127.15136,FU_BI,서울특별시 강동구 동남로 660,,산책과 휴식을 위한 공간,자연/휴식
상일공원,37.54755,127.168396,FU_BI,서울특별시 강동구 상암로79길 88,,산책과 휴식을 위한 공간,자연/휴식
솜다래공원,37.55368,127.14127,FU_BI,서울특별시 강동구 고덕로38길 8,,산책과 휴식을 위한 공간,자연/휴식
암사공원,37.556423,127.14172,FU_BI,서울특별시 강동구 고덕로 131,,산책과 휴식을 위한 공간,자연/휴식
오동근린공원,37.629242,127.03305,FU_BI,,,산책과 휴식을 위한 공간,자연/휴식
솔밭근린공원,37.65296,127.0119,FU_BI,서울특별시 강북구 삼양로 561,,산책과 휴식을 위한 공간,자연/휴식
공암나루,37.569897,126.85034,FU_BI,서울특별시 강서구 허준로5길 15,,역할 정보가 없습니다.,기타
서울식물원,37.568172,126.832985,FU_BI,,,산책과 휴식을 위한 공간,식물원
방화근린공원,37.581966,126.81326,FU_BI,,,산책과 휴식을 위한 공간,자연/휴식
대치2단지상가,37.493477,127.07579,FU_BA,서울특별시 강남구 개포로109길 9,,다양한 상업 활동이 이루어지는 곳,쇼핑센터
로즈데일오피스텔,37.487328,127.10314,FU_BA,서울특별시 강남구 광평로 280,,역할 정보가 없습니다.,기타
김세중미술관,37.542038,126.963875,FU_BC,서울특별시 용산구 효창원로70길 35,,여가활동을 위한 공간,미술관
롯데백화점 강남점,37.49706,127.0536,FU_BA,서울특별시 강남구 도곡로 401,,다양한 상업 활동이 이루어지는 곳,기타
수서종합상가,37.49027,127.10109,FU_BA,서울특별시 강남구 광평로51길 49,,다양한 상업 활동이 이루어지는 곳,기타
역삼서해더블루,37.493,127.039116,FU_BA,서울특별시 강남구 논현로63길 16,,역할 정보가 없습니다.,기타
이마트 가양점,37.557953,126.862274,FU_BA,서울특별시 강서구 양천로 559,폐점,생활용품을 구매하는 곳,쇼핑/유통
신원아침도시마인상가,37.52646,127.049675,FU_BA,서울특별시 강남구 도산대로85길 30,,다양한 상업 활동이 이루어지는 곳,기타
한보종합상가(미도상가),37.49477,127.06656,FU_BA,서울특별시 강남구 삼성로 150,,다양한 상업 활동이 이루어지는 곳,기타
강서뉴타워,37.539104,126.83542,FU_BA,서울특별시 강서구 화곡로18길 24,공사중,역할 정보가 없습니다.,기타
삼성동 신도브래뉴주상 복합상가,37.510387,127.053406,FU_BA,서울특별시 강남구 삼성로103길 12,,다양한 상업 활동이 이루어지는 곳,기타
금강쇼핑센타,37.53037,127.0298,FU_BA,서울특별시 강남구 압구정로 201,,역할 정보가 없습니다.,기타
우장근린공원,37.554943,126.84458,FU_BI,서울특별시 강서구 우장산로10길 25-19,,산책과 휴식을 위한 공간,자연/휴식
신림근린공원,37.481503,126.9175,FU_BI,서울특별시 관악구 난곡로64길 47,,산책과 휴식을 위한 공간,자연/휴식
장군봉근린공원,37.478657,126.93909,FU_BI,서울특별시 관악구 장군봉길 100,,산책과 휴식을 위한 공간,자연/휴식
온수근린공원,37.502087,126.83835,FU_BI,,,산책과 휴식을 위한 공간,자연/휴식
개웅산근린공원,37.486908,126.84712,FU_BI,,,산책과 휴식을 위한 공간,자연/휴식
계남근린공원,37.509285,126.85012,FU_BI,,,산책과 휴식을 위한 공간,자연/휴식
고척근린공원,37.505936,126.852005,FU_BI,,,산책과 휴식을 위한 공간,자연/휴식
테크노근린공원,37.507988,126.89093,FU_BI,서울특별시 구로구 새말로 107-32,,산책과 휴식을 위한 공간,자연/휴식
갤러리아명품관(서관),37.52856,127.040054,FU_BA,서울특별시 강남구 압구정로 343,,역할 정보가 없습니다.,기타
갤러리아명품관(동관),37.52808,127.04157,FU_BA,서울특별시 강남구 압구정로 407,,역할 정보가 없습니다.,기타
(주)한솔필리아 (이마트역삼점),37.499218,127.04844,FU_BA,서울특별시 강남구 역삼로 310,,생활용품을 구매하는 곳,쇼핑/유통
자양종합상가,37.531994,127.07644,FU_BA,서울특별시 광진구 자양번영로6길 20,건물 노후화로인한 폐쇄,다양한 상업 활동이 이루어지는 곳,기타
현대백화점 무역센타(한무쇼핑㈜),37.508595,127.059715,FU_BA,서울특별시 강남구 테헤란로 517,,역할 정보가 없습니다.,기타
롯데마트 구로점,37.498234,126.87266,FU_BA,서울특별시 구로구 경인로 482,폐점,생활용품을 구매하는 곳,쇼핑/유통
한국도심공항몰,37.509644,127.05943,FU_BA,서울특별시 강남구 테헤란로87길 21,,역할 정보가 없습니다.,기타
천왕근린공원(시),37.479607,126.83104,FU_BI,,,산책과 휴식을 위한 공간,자연/휴식
푸른수목원,37.48354,126.82405,FU_BI,,,역할 정보가 없습니다.,기타
봉제산,37.5398,126.8591,FU_BI,,,역할 정보가 없습니다.,기타
감로천생태공원,37.469616,126.90791,FU_BI,서울특별시 금천구 독산로54길 188,,산책과 휴식을 위한 공간,자연/휴식
룩스쇼핑센터,37.517605,126.89998,FU_BA,서울특별시 영등포구 문래로 164,,역할 정보가 없습니다.,기타
송파어린이도서관,37.51211,127.08242,FU_BB,서울특별시 송파구 올림픽로 105,,책을 읽고 공부하는 곳,교육/문화
롯데뮤지엄,37.51257,127.10257,FU_BC,서울특별시 송파구 올림픽로 300,,역할 정보가 없습니다.,기타
짚풀생활사박물관,37.584908,126.99999,FU_BC,서울특별시 종로구 성균관로4길 45,,역사와 문화를 배우는 곳,교육/문화
서울중앙요양병원,37.5652,126.96546,FU_BD,서울특별시 서대문구 충정로 71-5,,의료 서비스를 제공하는 곳,의료시설
제이여성병원,37.58852,126.944916,FU_BD,서울특별시 서대문구 통일로 442,,의료 서비스를 제공하는 곳,의료시설
의료법인일맥의료재단 송파인애가한방병원,37.48729,127.129486,FU_BD,서울특별시 송파구 문정로 65,,의료 서비스를 제공하는 곳,의료시설
마인드웰병원,37.599556,127.09693,FU_BD,서울특별시 중랑구 망우로 403,,의료 서비스를 제공하는 곳,의료시설
조앤조병원,37.600273,127.10471,FU_BD,서울특별시 중랑구 망우로 474,,의료 서비스를 제공하는 곳,의료시설
은마아파트,37.497696,127.06498,FU_BA,서울특별시 강남구 삼성로 212-3,,역할 정보가 없습니다.,기타
토마스케네디치과의원,37.563087,126.92157,FU_BE,서울특별시 마포구 연남로 42,,의료 진료를 제공하는 곳,의료시설
사랑의두레치과의원,37.561924,126.918755,FU_BE,서울특별시 마포구 성미산로 105,,의료 진료를 제공하는 곳,의료시설
홈플러스 남현점,37.471634,126.982445,FU_BA,서울특별시 관악구 과천대로 909,,생활용품을 구매하는 곳,마트
관악프라자,37.483616,126.95515,FU_BA,서울특별시 관악구 관악로 212,,생활용품을 구매하는 곳,마트
세이브마트,37.47433,126.91792,FU_BA,서울특별시 관악구 난곡로 220,,생활용품을 구매하는 곳,쇼핑/유통
라붐아울렛(에그옐로우),37.48095,126.952065,FU_BA,서울특별시 관악구 남부순환로 1820,,생활용품을 구매하는 곳,쇼핑/유통
일성트루엘상가,37.47042,126.934494,FU_BA,서울특별시 관악구 신림로23길 16,,다양한 상업 활동이 이루어지는 곳,상가
광진두산위브파크,37.54844,127.07109,FU_BA,서울특별시 광진구 광나루로 369,,역할 정보가 없습니다.,상가
현대종합상가,37.540054,127.09783,FU_BA,서울특별시 광진구 광나루로 635,,다양한 상업 활동이 이루어지는 곳,상가
프라임프라자상가,37.53679,127.09619,FU_BA,서울특별시 광진구 광나루로56길 63,,다양한 상업 활동이 이루어지는 곳,상가
VIC마켓도봉점,37.667694,127.04555,FU_BA,서울특별시 도봉구 도봉로150다길 42,폐점,다양한 상업 활동이 이루어지는 곳,상가
테크노마트21,37.535698,127.095764,FU_BA,서울특별시 광진구 광나루로56길 85,,생활용품을 구매하는 곳,쇼핑/유통
프라젠스파,37.530907,127.08415,FU_BA,서울특별시 광진구 자양로5길 33,,역할 정보가 없습니다.,기타
디큐브시티 백화점,37.508583,126.8889,FU_BA,서울특별시 구로구 경인로 662,,역할 정보가 없습니다.,기타
중앙유통단지,37.500904,126.87459,FU_BA,서울특별시 구로구 경인로53길 15,,역할 정보가 없습니다.,기타
롯데플라자(롯데쇼핑㈜청량리플라자),37.57982,127.04603,FU_BA,서울특별시 동대문구 왕산로 200-1,공사중,역할 정보가 없습니다.,기타
바우하우스,37.571926,127.07239,FU_BA,서울특별시 동대문구 답십리로 288,공사중,역할 정보가 없습니다.,기타
이안강동주상복합,37.535538,127.127945,FU_BA,서울특별시 강동구 천호대로162길 34,,역할 정보가 없습니다.,기타
홈플러스데스코㈜ 신도림점,37.509834,126.88847,FU_BA,서울특별시 구로구 경인로 661,,역할 정보가 없습니다.,기타
Vic 마켓(롯데마트 금천점),37.470592,126.89571,FU_BA,서울특별시 금천구 두산로 71,,생활용품을 구매하는 곳,쇼핑/유통
마포영화블렌하임(성산프라자),37.55849,126.9063,FU_BA,서울특별시 마포구 월드컵로25길 26,중복시설,다양한 상업 활동이 이루어지는 곳,기타
신촌밀리오레,37.559795,126.94192,FU_BA,서울특별시 서대문구 신촌역로 30,공사중,다양한 상업 활동이 이루어지는 곳,쇼핑센터
예스에이피엠,37.55764,126.94492,FU_BA,서울특별시 서대문구 이화여대1길 10,건물 영업종료됨,다양한 상업 활동이 이루어지는 곳,쇼핑센터
현대아울렛,37.47758,126.889084,FU_BA,서울특별시 금천구 디지털로10길 9,,다양한 상업 활동이 이루어지는 곳,쇼핑센터
홈플러스 시흥점,37.452118,126.90072,FU_BA,서울특별시 금천구 시흥대로 201,,생활용품을 구매하는 곳,쇼핑센터
정안프라자,37.645966,127.06417,FU_BA,서울특별시 노원구 덕릉로 517,,다양한 상업 활동이 이루어지는 곳,쇼핑센터
삼익쇼핑,37.64008,127.03728,FU_BA,서울특별시 도봉구 덕릉로57길 30,,다양한 상업 활동이 이루어지는 곳,쇼핑센터
트레지오(대규모점포),37.612057,127.030716,FU_BA,서울특별시 강북구 도봉로 34,,다양한 상업 활동이 이루어지는 곳,쇼핑센터
와이스퀘어,37.6137,127.03052,FU_BA,서울특별시 강북구 도봉로 52,,다양한 상업 활동이 이루어지는 곳,쇼핑센터
롯데쇼핑㈜ 미아점,37.614216,127.030525,FU_BA,서울특별시 강북구 도봉로 62,,생활용품을 구매하는 곳,쇼핑센터
성북프라자,37.621567,127.02646,FU_BA,서울특별시 강북구 도봉로33길 18,,역할 정보가 없습니다.,쇼핑센터
수유시장,37.630783,127.02295,FU_BA,서울특별시 강북구 도봉로67길 18,,지역 특산물을 거래하는 곳,쇼핑/유통
롯데마트 삼양점,37.625576,127.017715,FU_BA,서울특별시 강북구 삼양로 247,,생활용품을 구매하는 곳,쇼핑/유통
동북프라자,37.620247,127.01879,FU_BA,서울특별시 강북구 솔샘로 233,,역할 정보가 없습니다.,기타
NC백화점 강서점,37.559963,126.84035,FU_BA,서울특별시 강서구 강서로56길 17,,역할 정보가 없습니다.,기타
㈜송춘스페이스,37.549496,126.872826,FU_BA,서울특별시 강서구 공항대로71길 49,,역할 정보가 없습니다.,기타
롯데몰김포공항,37.56327,126.803085,FU_BA,,,역할 정보가 없습니다.,기타
공릉동종합상가,37.62195,127.07531,FU_BA,서울특별시 노원구 동일로180길 14,폐점,다양한 상업 활동이 이루어지는 곳,기타
해태전농프라자,37.574543,127.047,FU_BA,서울특별시 동대문구 서울시립대로 36,공사중,역할 정보가 없습니다.,기타
경유산업㈜ 태평백화점,37.486877,126.981606,FU_BA,서울특별시 동작구 동작대로 115,폐점,역할 정보가 없습니다.,기타
대우상가,37.64261,127.03735,FU_BA,서울특별시 도봉구 덕릉로63가길 43,,다양한 상업 활동이 이루어지는 곳,기타
경동시장,37.579422,127.03946,FU_BA,서울특별시 동대문구 고산자로36길 3,,지역 특산물을 거래하는 곳,쇼핑/유통
한솔동의보감,37.578564,127.0356,FU_BA,서울특별시 동대문구 왕산로 109,,역할 정보가 없습니다.,기타
불로장생타워㈜,37.578526,127.036514,FU_BA,서울특별시 동대문구 왕산로 117,,역할 정보가 없습니다.,기타
롯데백화점_롯데쇼핑(주)청량리점,37.58016,127.047905,FU_BA,서울특별시 동대문구 왕산로 214,,역할 정보가 없습니다.,기타
이문동 kcc웰츠타워,37.59848,127.06191,FU_BA,서울특별시 동대문구 이문로 136,,역할 정보가 없습니다.,기타
베라체캠퍼스에비뉴,37.59082,127.05606,FU_BA,서울특별시 동대문구 이문로 37,,역할 정보가 없습니다.,기타
홈플러스 동대문점,37.574512,127.03879,FU_BA,서울특별시 동대문구 천호대로 133,,역할 정보가 없습니다.,기타
청량리현대코아,37.58144,127.04439,FU_BA,서울특별시 동대문구 홍릉로 13,,역할 정보가 없습니다.,기타
현대상가,37.49465,126.91144,FU_BA,서울특별시 동작구 여의대방로 28,,다양한 상업 활동이 이루어지는 곳,기타
마포트라팰리스아케이드,37.54144,126.94722,FU_BA,서울특별시 마포구 마포대로 53,,역할 정보가 없습니다.,기타
성산프라자 마포영화블렌하임,37.55849,126.9063,FU_BA,서울특별시 마포구 월드컵로25길 26,,역할 정보가 없습니다.,기타
이마트 마포공덕점,37.542446,126.95337,FU_BA,서울특별시 마포구 백범로 212,,생활용품을 구매하는 곳,쇼핑/유통
신촌농협 하나로클럽,37.55609,126.93311,FU_BA,서울특별시 마포구 신촌로 66,,역할 정보가 없습니다.,기타
광장시장,37.570107,126.99954,FU_BA,서울특별시 종로구 창경궁로 88,,지역 특산물을 거래하는 곳,쇼핑/유통
이마트 신촌좀,37.55514,126.93598,FU_BA,서울특별시 마포구 신촌로 94,,생활용품을 구매하는 곳,쇼핑/유통
신세계백화점(강남점),37.50466,127.00439,FU_BA,,,역할 정보가 없습니다.,기타
마포농수산물시장,37.565086,126.89814,FU_BA,서울특별시 마포구 월드컵로 235,,지역 특산물을 거래하는 곳,쇼핑/유통
홈플러스월드컵몰점,37.568237,126.897316,FU_BA,서울특별시 마포구 월드컵로 240,,역할 정보가 없습니다.,기타
대우미래사랑상가(대우하나로마트),37.55737,126.91679,FU_BA,서울특별시 마포구 월드컵북로5나길 18,,다양한 상업 활동이 이루어지는 곳,쇼핑/유통
서강한화오벨리스크상가,37.546535,126.931725,FU_BA,서울특별시 마포구 창전로 45,,다양한 상업 활동이 이루어지는 곳,기타
현대백화점신촌점,37.556156,126.93588,FU_BA,서울특별시 서대문구 신촌로 83,,역할 정보가 없습니다.,기타
현대 U-Plex,37.556767,126.93658,FU_BA,서울특별시 서대문구 연세로 13,,역할 정보가 없습니다.,기타
연희사러가,37.567146,126.929665,FU_BA,서울특별시 서대문구 연희맛로 23,,역할 정보가 없습니다.,기타
비스포레스포츠센터,37.618248,126.9231,FU_BA,서울특별시 은평구 통일로78길 7,건물공사중,역할 정보가 없습니다.,기타
유진상가 관리실,37.591396,126.94248,FU_BA,서울특별시 서대문구 통일로 484,,다양한 상업 활동이 이루어지는 곳,기타
강남교보타워,37.503777,127.02407,FU_BA,서울특별시 서초구 강남대로 465,,역할 정보가 없습니다.,기타
라시따,37.463394,127.03701,FU_BA,서울특별시 서초구 매헌로 16,,역할 정보가 없습니다.,기타
방배한신트리플,37.49127,126.9893,FU_BA,서울특별시 서초구 방배로33길 29,,역할 정보가 없습니다.,기타
서울여자대학교 박물관,37.627773,127.090485,FU_BC,서울특별시 노원구 화랑로 621,50주년 기념관 2층 박물관이나 현재 미운영,역사와 문화를 배우는 곳,교육/문화
고척프라자(고척시장),37.503803,126.86281,FU_BA,서울특별시 구로구 중앙로 64,,지역 특산물을 거래하는 곳,쇼핑/유통
평화시장,37.569466,127.00809,FU_BA,서울특별시 중구 청계천로 274,,지역 특산물을 거래하는 곳,쇼핑/유통
신평화패션타운,37.569435,127.01158,FU_BA,서울특별시 중구 청계천로 298,,역할 정보가 없습니다.,기타
동평화패션타운,37.56946,127.01395,FU_BA,서울특별시 중구 청계천로 318,,역할 정보가 없습니다.,기타
무지개쇼핑센터,37.492245,127.02591,FU_BA,서울특별시 서초구 사임당로 151,,역할 정보가 없습니다.,기타
브라운스톤창신상가,37.577377,127.01503,FU_BA,서울특별시 종로구 지봉로 81,,다양한 상업 활동이 이루어지는 곳,기타
롯데피트인,37.56576,127.00699,FU_BA,서울특별시 중구 을지로 264,폐점,역할 정보가 없습니다.,기타
안개근린공원,37.47211,127.101974,FU_BI,,,산책과 휴식을 위한 공간,자연/휴식
아크로비스타_대규모점포,37.4982,127.01331,FU_BA,서울특별시 서초구 서초중앙로 188,,역할 정보가 없습니다.,기타
라모도쇼핑몰,37.565273,127.00841,FU_BA,서울특별시 중구 을지로 276,상호명 변경으로인한 중복,역할 정보가 없습니다.,기타
㈜코스트코 코리아 양재점,37.46203,127.0361,FU_BA,서울특별시 서초구 양재대로 159,,역할 정보가 없습니다.,기타
하상시각장애인도서관,37.49255,127.0751,FU_BB,서울특별시 강남구 개포로 613,,책을 읽고 공부하는 곳,교육/문화
도곡정보문화도서관,37.488308,127.03887,FU_BB,서울특별시 강남구 도곡로18길 57,,책을 읽고 공부하는 곳,교육/문화
즐거운도서관,37.49974,127.05785,FU_BB,서울특별시 강남구 도곡로77길 23,,책을 읽고 공부하는 곳,교육/문화
도산안창호기념관,37.523964,127.03559,FU_BC,서울특별시 강남구 도산대로45길 20,,역사적 가치를 배우는 곳,교육/문화
경기여자고등학교 경운박물관,37.48741,127.06628,FU_BC,서울특별시 강남구 삼성로 29,,역사와 문화를 배우는 곳,교육/문화
서울상상나라,37.55062,127.077576,FU_BC,서울특별시 광진구 능동로 216,,역할 정보가 없습니다.,기타
중곡문화체육센터도서관,37.5678,127.08473,FU_BB,서울특별시 광진구 능동로 433,,책을 읽고 공부하는 곳,교육/문화
세종대학교 박물관,37.55147,127.075195,FU_BC,서울특별시 광진구 능동로21길 37,,역사와 문화를 배우는 곳,교육/문화
자양한강도서관,37.529236,127.07766,FU_BB,서울특별시 광진구 뚝섬로52길 74,,책을 읽고 공부하는 곳,교육/문화
광진정보도서관,37.551052,127.11059,FU_BB,서울특별시 광진구 아차산로78길 90,,책을 읽고 공부하는 곳,교육/문화
개봉도서관,37.489273,126.85886,FU_BB,서울특별시 구로구 개봉로16길 30-11,,책을 읽고 공부하는 곳,교육/문화
개봉어린이도서관,37.49675,126.8559,FU_BB,서울특별시 구로구 경인로 318-15,,책을 읽고 공부하는 곳,교육/문화
서울특별시교육청고척도서관,37.505352,126.85306,FU_BB,,,책을 읽고 공부하는 곳,교육/문화
꿈마을도서관,37.48716,126.89017,FU_BB,서울특별시 구로구 디지털로27다길 65,,책을 읽고 공부하는 곳,교육/문화
평강성서유물박물관,37.491962,126.84406,FU_BC,서울특별시 구로구 오류로8라길 44,,역사와 문화를 배우는 곳,교육/문화
궁동어린이도서관,37.50219,126.829315,FU_BB,서울특별시 구로구 오리로 1352,,책을 읽고 공부하는 곳,교육/문화
성동구립성수도서관,37.545418,127.046974,FU_BB,서울특별시 성동구 뚝섬로1길 43,,책을 읽고 공부하는 곳,교육/문화
성동구립청계도서관,37.56788,127.02548,FU_BB,서울특별시 성동구 마장로 141,,책을 읽고 공부하는 곳,교육/문화
성동구립숲속도서관,37.545914,127.01081,FU_BB,서울특별시 성동구 매봉길 49-29,,책을 읽고 공부하는 곳,교육/문화
한양여자대학교 미술관,37.557934,127.04933,FU_BC,서울특별시 성동구 살곶이길 200,,역할 정보가 없습니다.,기타
한양대학교 박물관,37.555176,127.04476,FU_BC,서울특별시 성동구 왕십리로 222,,역사와 문화를 배우는 곳,교육/문화
마축일축산물시장,37.570656,127.041275,FU_BA,서울특별시 성동구 마장로35길 68,,지역 특산물을 거래하는 곳,쇼핑/유통
ENTER-6,37.560898,127.03838,FU_BA,서울특별시 성동구 왕십리광장로 17,,역할 정보가 없습니다.,기타
파크에비뉴 엔터식스 한양대점,37.557148,127.040146,FU_BA,서울특별시 성동구 왕십리로 241,,역할 정보가 없습니다.,기타
용답자동차매매센터,37.56037,127.06783,FU_BA,서울특별시 성동구 자동차시장1길 91,,역할 정보가 없습니다.,기타
금북시장,37.55589,127.02351,FU_BA,서울특별시 성동구 행당로 35,,지역 특산물을 거래하는 곳,쇼핑/유통
브이센터 더 라이브 뮤지엄,37.56551,127.147644,FU_BC,서울특별시 강동구 아리수로61길 103,"개인관람객은 주말, 공휴일만 이용가능 평일은 단체예약 관람객만 가능",역할 정보가 없습니다.,기타
대림리빙프라자,37.55731,127.02856,FU_BA,서울특별시 성동구 행당로 87,,역할 정보가 없습니다.,기타
암사동선사유적박물관,37.561584,127.13108,FU_BC,서울특별시 강동구 올림픽로 875,월요일 휴무,역사와 문화를 배우는 곳,교육/문화
박을복자수박물관,37.653652,127.00866,FU_BC,서울특별시 강북구 삼양로149가길 53,전시종료로 인해 자택으로 사용중,역사와 문화를 배우는 곳,교육/문화
성동구립용답도서관,37.566723,127.05131,FU_BB,서울특별시 성동구 용답중앙3길 10,,책을 읽고 공부하는 곳,교육/문화
청계천박물관,37.571194,127.03491,FU_BC,서울특별시 성동구 청계천로 530,,역사와 문화를 배우는 곳,교육/문화
글빛도서관,37.603752,127.022156,FU_BB,서울특별시 성북구 길음로7길 20,,책을 읽고 공부하는 곳,교육/문화
한국가구박물관,37.600048,126.99303,FU_BC,서울특별시 성북구 대사관로 121,,역사와 문화를 배우는 곳,교육/문화
우리옛돌박물관,37.600853,126.99017,FU_BC,서울특별시 성북구 대사관로13길 66,,역사와 문화를 배우는 곳,교육/문화
성북점자도서관,37.595367,127.01919,FU_BB,서울특별시 성북구 동소문로25가길 20,,책을 읽고 공부하는 곳,교육/문화
보나장신구박물관,37.57357,126.98453,FU_BC,서울특별시 종로구 인사동9길 9,,역사와 문화를 배우는 곳,교육/문화
한국학생점자도서관,37.58744,126.9691,FU_BB,서울특별시 종로구 자하문로 131-1,,책을 읽고 공부하는 곳,교육/문화
2001아울렛구로점,37.4981,126.86266,FU_BA,서울특별시 구로구 중앙로1길 36,,역할 정보가 없습니다.,기타
청운문학도서관,37.5904,126.96586,FU_BB,서울특별시 종로구 자하문로36길 40,,책을 읽고 공부하는 곳,교육/문화
환기미술관,37.59408,126.96611,FU_BC,서울특별시 종로구 자하문로40길 63,,역할 정보가 없습니다.,기타
아트센터 나비 미술관,37.569614,126.98037,FU_BC,서울특별시 종로구 종로 26,,역할 정보가 없습니다.,기타
한진종합상가,37.556602,127.028824,FU_BA,서울특별시 성동구 행당로 84,,다양한 상업 활동이 이루어지는 곳,기타
이마트 미아점,37.610855,127.029724,FU_BA,서울특별시 성북구 도봉로 17,,생활용품을 구매하는 곳,쇼핑/유통
유타몰,37.592606,127.01717,FU_BA,서울특별시 성북구 동소문로 106,,역할 정보가 없습니다.,기타
현대백화점(미아점),37.60839,127.02872,FU_BA,서울특별시 성북구 동소문로 315,,역할 정보가 없습니다.,기타
동소문스카이프라자,37.59458,127.01133,FU_BA,서울특별시 성북구 성북로4길 52,,역할 정보가 없습니다.,기타
신도림테크노마트,37.506973,126.89032,FU_BA,서울특별시 구로구 새말로 97,,생활용품을 구매하는 곳,쇼핑/유통
종암우림카이저팰리스,37.601963,127.033485,FU_BA,서울특별시 성북구 종암로 132,,역할 정보가 없습니다.,기타
이마트 하월곡점,37.605053,127.031,FU_BA,서울특별시 성북구 종암로 167,,생활용품을 구매하는 곳,쇼핑/유통
홈플러스 월곡점,37.60182,127.04044,FU_BA,서울특별시 성북구 화랑로 76,,역할 정보가 없습니다.,기타
한화건설 송파점,37.50507,127.11454,FU_BA,서울특별시 송파구 가락로 183,,역할 정보가 없습니다.,기타
쌍용프라자상가,37.49469,127.12987,FU_BA,서울특별시 송파구 동남로 193,,다양한 상업 활동이 이루어지는 곳,기타
마천시장,37.4983,127.1506,FU_BA,서울특별시 송파구 마천로45길 23,,지역 특산물을 거래하는 곳,쇼핑/유통
올림픽프라자 상가,37.515827,127.13222,FU_BA,서울특별시 송파구 양재대로 1222,,다양한 상업 활동이 이루어지는 곳,기타
아름꿈도서관,37.57265,127.017075,FU_BB,서울특별시 종로구 종로58가길 19,,책을 읽고 공부하는 곳,교육/문화
국립고궁박물관,37.576584,126.97503,FU_BC,서울특별시 종로구 효자로 12,,역사와 문화를 배우는 곳,교육/문화
한국은행 화폐박물관,37.562054,126.98043,FU_BC,서울특별시 중구 남대문로 39,,역사와 문화를 배우는 곳,교육/문화
남산타운어린이도서관,37.5496,127.01192,FU_BB,서울특별시 중구 다산로 32,,책을 읽고 공부하는 곳,교육/문화
신당누리도서관,37.562065,127.01446,FU_BB,서울특별시 중구 다산로33길 3,,책을 읽고 공부하는 곳,교육/문화
어울림도서관,37.56171,127.01896,FU_BB,서울특별시 중구 다산로38길 66-35,,책을 읽고 공부하는 곳,교육/문화
서울시립미술관,37.564095,126.97378,FU_BC,서울특별시 중구 덕수궁길 15,,역할 정보가 없습니다.,기타
가온도서관,37.556366,127.01084,FU_BB,서울특별시 중구 동호로14길 18,,책을 읽고 공부하는 곳,교육/문화
올림픽파크 동부센트레빌,37.51029,127.12774,FU_BA,서울특별시 송파구 양재대로72길 5,,역할 정보가 없습니다.,기타
갤러리아팰리스아케이드,37.51144,127.09337,FU_BA,서울특별시 송파구 올림픽로 212,,역할 정보가 없습니다.,기타
롯데백화점 잠실점,37.511288,127.09794,FU_BA,서울특별시 송파구 올림픽로 240,,역할 정보가 없습니다.,기타
롯데캐슬플라자,37.514454,127.10074,FU_BA,서울특별시 송파구 올림픽로 269,,역할 정보가 없습니다.,기타
롯데백화점 에비뉴엘 월드타워점,37.512894,127.101814,FU_BA,서울특별시 송파구 올림픽로 300,,역할 정보가 없습니다.,기타
프리마티마 쇼핑센터,37.506557,127.07428,FU_BA,서울특별시 송파구 올림픽로4길 48,,역할 정보가 없습니다.,기타
가든파이브 툴,37.478626,127.11928,FU_BA,서울특별시 송파구 충민로 10,,역할 정보가 없습니다.,기타
가든파이브 라이프,37.47765,127.125,FU_BA,서울특별시 송파구 충민로 66,,역할 정보가 없습니다.,기타
현대백화점 목동점,37.526855,126.87504,FU_BA,서울특별시 양천구 목동동로 257,,역할 정보가 없습니다.,기타
행복한백화점,37.529373,126.87608,FU_BA,서울특별시 양천구 목동동로 309,,역할 정보가 없습니다.,기타
보미리즌빌상가,37.539154,126.86634,FU_BA,서울특별시 양천구 목동중앙본로7길 45,,다양한 상업 활동이 이루어지는 곳,기타
